α1,p1,q1,c1_1,c2_1,diff
0.9062,1.9988662674288848,1.755643587731325,1.4999990692851437,9.30714344297479e-7,1.4999981385707994
0.9063,1.9988729011032156,1.7556384553701967,1.4999990747607723,9.252390007412697e-7,1.4999981495217716
0.9064,1.9988795023700157,1.7556333149854364,1.499999080208584,9.197907547717364e-7,1.4999981604178294
0.9065,1.9988860713500776,1.7556281665286118,1.4999990856304475,9.14369495825974e-7,1.4999981712609516
0.9066,1.9988926081784015,1.7556230099492143,1.499999091024571,9.089751136800829e-7,1.4999981820494575
0.9067,1.9988991129757787,1.7556178451985858,1.4999990963926284,9.036074985080968e-7,1.4999981927851298
0.9068,1.9989055858772122,1.755612672225992,1.4999991017326348,8.982665408213028e-7,1.499998203466094
0.9069,1.9989120269963876,1.7556074909835282,1.4999991070478529,8.929521315411085e-7,1.4999982140957213
0.907,1.9989184364683048,1.755602301420232,1.4999991123361054,8.876641619095763e-7,1.4999982246719434
0.9071,1.9989248144208622,1.7555971034860074,1.4999991175969007,8.824025235474149e-7,1.4999982351943772
0.9072,1.9989311609677447,1.755591897132604,1.4999991228332137,8.771671084668652e-7,1.4999982456661052
0.9073,1.9989374762439533,1.7555866823087145,1.4999991280425795,8.719578089985195e-7,1.4999982560847704
0.9074,1.9989437603702807,1.7555814589648735,1.4999991332260003,8.667745178624378e-7,1.4999982664514824
0.9075,1.998950013474622,1.7555762270505217,1.4999991383826015,8.616171281240175e-7,1.4999982767654734
0.9076,1.9989562356706634,1.7555709865169407,1.4999991435149784,8.564855332354023e-7,1.4999982870294453
0.9077,1.9989624270934074,1.7555657373123532,1.499999148620285,8.513796269640221e-7,1.499998297240658
0.9078,1.9989685878565382,1.7555604793878041,1.4999991537009265,8.462993034758613e-7,1.499998307401623
0.9079,1.9989747180879531,1.7555552126922578,1.4999991587556494,8.412444572644351e-7,1.4999983175111922
0.908,1.9989808179084436,1.7555499371755408,1.499999163784888,8.362149831916037e-7,1.4999983275699047
0.9081,1.9989868874387993,1.755544652787358,1.4999991687889833,8.312107764725855e-7,1.4999983375782069
0.9082,1.9989929267998123,1.755539359477293,1.4999991737681815,8.26231732674944e-7,1.499998347536449
0.9083,1.9989989361122733,1.7555340571948088,1.4999991787226348,8.212777477175951e-7,1.499998357444887
0.9084,1.9990049155040799,1.7555287458882647,1.4999991836506223,8.1634871785646e-7,1.4999983673019044
0.9085,1.9990108650818108,1.7555234255088397,1.4999991885556732,8.114445397369497e-7,1.4999983771111334
0.9086,1.9990167849733633,1.7555180960046473,1.4999991934358783,8.065651103126372e-7,1.499998386870768
0.9087,1.9990226753066334,1.7555127573236775,1.499999198289237,8.01710326884801e-7,1.49999839657891
0.9088,1.9990285361810962,1.7555074094177168,1.4999992031207805,7.968800871535459e-7,1.4999984062406932
0.9089,1.999034367731753,1.7555020522335263,1.4999992079265418,7.920742890987094e-7,1.4999984158522528
0.909,1.9990401700722908,1.7554966857206797,1.499999212707805,7.872928310837947e-7,1.4999984254149739
0.9091,1.9990459433235,1.7554913098276468,1.4999992174639813,7.825356118026658e-7,1.4999984349283695
0.9092,1.9990516875919608,1.7554859245047307,1.4999992221979515,7.778025303171081e-7,1.499998444395421
0.9093,1.9990574030055694,1.7554805296991645,1.4999992269071616,7.730934859918848e-7,1.4999984538136757
0.9094,1.9990630896851171,1.7554751253590344,1.4999992315907484,7.684083785451799e-7,1.49999846318237
0.9095,1.999068747730079,1.75546971143524,1.4999992362530985,7.637471080722204e-7,1.4999984725059905
0.9096,1.9990743772683515,1.7554642878746285,1.499999240891385,7.591095749562959e-7,1.49999848178181
0.9097,1.9990799784207252,1.755458854624898,1.4999992455044702,7.544956799309971e-7,1.4999984910087902
0.9098,1.9990855512937808,1.7554534116355764,1.4999992500946882,7.499053240911335e-7,1.499998500189364
0.9099,1.9990910960012043,1.7554479588550813,1.4999992546625005,7.453384088544916e-7,1.4999985093240917
0.91,1.999096612670892,1.7554424962297364,1.499999259204717,7.407948359491192e-7,1.4999985184098812
0.9101,1.9991021014023187,1.7554370237096557,1.4999992637251829,7.362745074853671e-7,1.4999985274506753
0.9102,1.9991075623162753,1.7554315412418782,1.499999268222308,7.317773258697058e-7,1.4999985364449822
0.9103,1.9991129955264473,1.755426048774288,1.4999992726961944,7.273031938524567e-7,1.4999985453930005
0.9104,1.9991184011394156,1.755420546255619,1.4999992771486357,7.228520145264823e-7,1.4999985542966212
0.9105,1.9991237792830767,1.7554150336315244,1.4999992815759933,7.184236912789047e-7,1.499998563152302
0.9106,1.9991291300569056,1.755409510851447,1.4999992859816629,7.140181278729745e-7,1.499998571963535
0.9107,1.999134453574587,1.7554039778627306,1.4999992903653891,7.096352283760816e-7,1.4999985807301608
0.9108,1.9991397499569126,1.7553984346116012,1.4999992947250482,7.052748971710724e-7,1.499998589450151
0.9109,1.999145019303358,1.7553928810470902,1.499999299063769,7.009370390015372e-7,1.4999985981267299
0.911,1.9991502617347139,1.7553873171151473,1.4999993033792485,6.966215589014585e-7,1.4999986067576896
0.9111,1.9991554773646654,1.7553817427625642,1.4999993076708795,6.923283622406467e-7,1.4999986153425173
0.9112,1.9991606662855825,1.7553761579389369,1.4999993119433057,6.880573547459573e-7,1.499998623885951
0.9113,1.9991658286253617,1.7553705625888139,1.4999993161921823,6.838084424098962e-7,1.49999863238374
0.9114,1.9991709644905837,1.7553649566595477,1.4999993204184165,6.79581531580327e-7,1.499998640836885
